canonical_id,primary_identity,mathematical_maturity,external_evidence_maturity,final_disposition,reviewer_state,source_anchor_count,parent_count,child_count
A14,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,2,0,0
A15,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,18,0,1
A16,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
A17,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
A18,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
A2,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,56,3,4
A2603,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
A2626,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
A3,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,59,2,10
A4,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,55,3,1
A5,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,95,3,34
A6,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,100,3,7
A7,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,95,3,6
A8,GATE_OR_CLASSIFIER,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,73,2,14
A9,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,90,4,34
D0,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
D001,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
D002,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
D003,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
D004,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
D005,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
D006,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
D007,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
D01,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
D1,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,155,3,94
D10,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,28,2,1
D100,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,36,2,0
D101,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,27,2,1
D102,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,28,2,0
D103,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,25,2,0
D104,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,25,2,0
D105,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,25,2,0
D106,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,25,2,0
D107,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,59,2,0
D108,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,5,0
D109,HEURISTIC,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,37,2,0
D11,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,27,2,0
D110,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,36,2,0
D111,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,44,2,0
D112,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,36,2,0
D113,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,35,2,0
D114,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_CONJECTURE,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,70,2,0
D115,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_CONJECTURE,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,43,2,0
D116,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,43,2,0
D117,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,35,2,1
D118,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,49,2,0
D119,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,36,2,0
D12,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,2,1
D120,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,42,2,0
D121,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,41,2,1
D122,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,27,2,0
D123,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,54,6,5
D124,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,49,2,1
D125,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,37,2,0
D126,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,48,2,0
D127,STRUCTURAL_METAPHOR,M1,E1,KEEP_AS_STRUCTURAL_METAPHOR,TASK98_HUMAN_ADJUDICATION_RECONFIRMED,71,2,1
D128,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,43,3,0
D129,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,35,2,0
D13,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,3,0
D130,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,34,2,0
D131,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,37,2,0
D132,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,37,2,0
D133,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,44,5,5
D134,HEURISTIC,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,39,2,0
D135,HEURISTIC,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,48,5,5
D136,HEURISTIC,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,40,2,0
D137,HEURISTIC,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,43,2,0
D138,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,26,2,0
D139,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,36,6,0
D14,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,24,2,0
D140,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,2,0
D141,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,47,2,1
D142,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,37,5,5
D143,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,25,2,0
D144,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,29,2,0
D145,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,28,2,0
D146,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,27,3,0
D147,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,2,1
D148,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,28,2,0
D149,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_CONJECTURE,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,46,3,0
D15,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,26,2,0
D150,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_CONJECTURE,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,42,2,0
D151,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,24,2,0
D152,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,2,0
D153,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,27,2,0
D154,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,24,2,0
D155,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,24,2,0
D156,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,28,2,0
D157,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,28,2,0
D158,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,72,3,0
D159,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,38,2,0
D16,GATE_OR_CLASSIFIER,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,28,2,0
D160,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,54,2,0
D161,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,41,2,0
D162,HEURISTIC,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,39,2,0
D163,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,35,2,0
D164,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,43,2,0
D165,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,2,0
D166,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,2,0
D167,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,2,0
D168,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,2,0
D169,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,40,2,1
D17,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,25,2,0
D170,HEURISTIC,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,38,2,0
D171,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,26,2,0
D172,GATE_OR_CLASSIFIER,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,31,2,0
D173,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,40,2,0
D174,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,25,2,0
D175,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,30,2,0
D176,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,33,4,0
D177,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,41,2,1
D178,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,34,2,0
D179,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,37,2,1
D18,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,24,2,0
D180,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,118,1,89
D181,HEURISTIC,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,127,3,89
D182,PARAMETRIC_MATHEMATICAL_MODEL,M4,E0,KEEP_AS_TOY_MODEL,TASK98_HUMAN_ADJUDICATION_RECONFIRMED,52,4,1
D183,RELATION_OR_CONSTRAINT,M3,E0,REWRITE_AND_RETEST,TASK98_HUMAN_ADJUDICATION_RECONFIRMED,55,4,2
D184,PARAMETRIC_MATHEMATICAL_MODEL,M4,E1,KEEP_AS_TOY_MODEL,TASK98_HUMAN_ADJUDICATION_RECONFIRMED,43,4,0
D185,STRUCTURAL_METAPHOR,M1,E1,KEEP_AS_STRUCTURAL_METAPHOR,TASK98_HUMAN_ADJUDICATION_RECONFIRMED,40,6,0
D186,STRUCTURAL_METAPHOR,M0,E1,KEEP_AS_STRUCTURAL_METAPHOR,TASK98_HUMAN_ADJUDICATION_RECONFIRMED,38,4,0
D187,STRUCTURAL_METAPHOR,M1,E1,KEEP_AS_STRUCTURAL_METAPHOR,TASK98_HUMAN_ADJUDICATION_RECONFIRMED,37,4,0
D188,INVALID_OR_PSEUDO_FUNCTION,M1,E0,REJECT_AS_INVALID,TASK98_HUMAN_ADJUDICATION_RECONFIRMED,38,4,0
D189,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_CONJECTURE,TASK98_HUMAN_ADJUDICATION_RECONFIRMED,40,5,0
D19,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,23,2,0
D190,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_CONJECTURE,TASK98_HUMAN_ADJUDICATION_RECONFIRMED,49,4,0
D191,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,37,4,0
D192,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,0
D193,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,35,4,0
D194,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,36,4,1
D195,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,37,4,1
D196,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,33,4,0
D197,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,34,4,1
D198,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,34,4,1
D199,ALGORITHM_OR_WORKFLOW,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,33,4,0
D2,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,45,4,0
D20,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,28,2,0
D200,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,0
D201,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,0
D202,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,0
D203,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,33,4,0
D204,RELATION_OR_CONSTRAINT,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,0
D205,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_CONJECTURE,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,34,4,0
D206,PARAMETRIC_MATHEMATICAL_MODEL,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,34,4,1
D207,CONJECTURE_OR_RESEARCH_CANDIDATE,M1,E0,DOWNGRADE_TO_PENDING,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,0
D208,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,33,4,0
D209,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,32,4,0
D21,SCORING_OR_INDEX_FUNCTION,M1,E0,QUARANTINE_UNTIL_DEFINED,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,25,2,0
