id,title,current_path,current_status,formal_layer,source_kind,object_type,provenance_status,first_known_date,first_known_file,first_known_commit_or_pr,source_note_paths,source_case_ids,intermediate_reports,authoring_agent_or_source,original_natural_language_claim,original_expression,later_rewrites,conflicts,missing_sources,audit_priority,type_issue,counterexample_flag,recommend_non_function,notes
BC-20260709-021,《原则》,docs/meta-protocols/book-validation-22-cases-20260709.md,candidate_only,CANDIDATE_OR_PENDING,candidate_only,NATURAL_LANGUAGE_CANDIDATE,SOURCE_NOT_FOUND,2026-07-11,book-validation-22-cases-20260709.md,c71188646d476623b3181013cf01625270f6f1be,,,docs/meta-protocols/book-validation-22-cases-20260709.md,governance_registry,生活和工作原则与点火框架P_meta元协议实例化的映射。原则作为元协议，指导决策门控面，验证了元协议投影算子的有效性。,,,,direct source artifact unresolved,MEDIUM,False,False,True,
BC-20260709-022,《混沌》,docs/meta-protocols/book-validation-22-cases-20260709.md,candidate_only,CANDIDATE_OR_PENDING,candidate_only,NATURAL_LANGUAGE_CANDIDATE,SOURCE_NOT_FOUND,2026-07-11,book-validation-22-cases-20260709.md,c71188646d476623b3181013cf01625270f6f1be,,,docs/meta-protocols/book-validation-22-cases-20260709.md,governance_registry,混沌理论与点火框架非线性演化协议（E₂）的同构性。微小偏差被反复放大，验证了非线性演化协议对系统演化的决定性作用。,,,,direct source artifact unresolved,MEDIUM,False,False,True,
A1,"I(t,L) 提议者意识 / I(t,L) proposer awareness","统一函数总表/0002-A1-I(t,L) 提议者意识.md",formal_existing,A,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,"0002-A1-I(t,L) 提议者意识.md",c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912608226785509104_点火｜函数_A1.md,C-0001;C-0002;C-0003;C-0647;C-0671,,repo_formalization,提议者是否有意识，二值变量。不可推导，作为框架起点。 **扩展注释 / Extended Annotation**,F_{A1},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
A2,提议者姿态的激进程度 / proposer posture aggressiveness,统一函数总表/0003-A2-提议者姿态的激进程度.md,formal_existing,A,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0003-A2-提议者姿态的激进程度.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912608234301177584_点火｜函数_A2.md,C-0001;C-0003;C-0006,,repo_formalization,提议者姿态的激进程度，0为完全平等，1为完全压制。退化免疫D_immune = F_form × (1-ΔH_undetected)。 **扩展注释 / Extended Annotation**,F_{A2},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
A3,"R(t,L,C) 应约者退出权 / R(t,L,C) responder exit right","统一函数总表/0004-A3-R(t,L,C) 应约者退出权.md",formal_existing,A,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,"0004-A3-R(t,L,C) 应约者退出权.md",c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912608236448661232_点火｜函数_A3.md,C-0001;C-0003;C-0010;C-0251;C-0647,,repo_formalization,应约者的退出权类型。不可推导，作为框架起点。 **扩展注释 / Extended Annotation**,F_{A3},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
A4,"R_perceived(t,L,C) 应约者感知退出权 / R_perceived(t,L,C) perceived responder exit right","统一函数总表/0005-A4-R_perceived(t,L,C) 应约者感知退出权.md",formal_existing,A,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,"0005-A4-R_perceived(t,L,C) 应约者感知退出权.md",c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912608245038595824_点火｜函数_A4.md,C-0001;C-0003;C-0660;C-0662,,repo_formalization,应约者感知到的退出权，是真实退出权经过感知函数过滤后的结果。相变四路径。 **扩展注释 / Extended Annotation**,F_{A4},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
A5,应约者退出的成本 / responder exit cost,统一函数总表/0006-A5-应约者退出的成本.md,formal_existing,A,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0006-A5-应约者退出的成本.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912608248260869872_点火｜函数_A5.md,C-0001;C-0003;C-0145;C-0148,,repo_formalization,应约者退出的成本，八维度（经济/社会/身份/信息/时间/地理/生态/身体）连续值。n_lock = Σᵢ step(C_exit(i) - θ_C(i))。 **扩展注释 / Extended Annotation**,F_{A5},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
A6,"H(t,L) 遮蔽函数（双源） / H(t,L) obscuration function (dual-source)","统一函数总表/0007-A6-H(t,L) 遮蔽函数(双源).md",formal_existing,A,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,"0007-A6-H(t,L) 遮蔽函数(双源).md",c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912608266513432304_点火｜函数_A6.md,C-0001;C-0003;C-0179;C-0236,,repo_formalization,"遮蔽函数，双源：提议者主动遮蔽H_pro + 系统不兼容性Σ_compatibility。退化类型 = argmax(H_pro, Σ_compatibility)。 **扩展注释 / Extended Annotation**",F_{A6},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
A7,退出权信号 / exit-right signal,统一函数总表/0008-A7-退出权信号.md,formal_existing,A,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0008-A7-退出权信号.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912608269734657776_点火｜函数_A7.md,C-0001;C-0003;C-0143;C-0147;C-0170;C-0180,,repo_formalization,退出权信号，八维展开。S_sovereign = Σᵢ εᵢ，主权函数为各维度信号之和。 **扩展注释 / Extended Annotation**,F_{A7},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
A8,"dim(t,L) 决策维度 / dim(t,L) decision dimension","统一函数总表/0009-A8-dim(t,L) 决策维度.md",formal_existing,A,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,"0009-A8-dim(t,L) 决策维度.md",c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912608271883714288_点火｜函数_A8.md,C-0001;C-0003;C-0150;C-0162;C-0205;C-0248;C-0662,,repo_formalization,决策维度，二值变量。不可推导，作为框架起点。 **扩展注释 / Extended Annotation**,F_{A8},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
A9,"P_exit(t,L,C) 退出概率 / P_exit(t,L,C) exit probability","统一函数总表/0010-A9-P_exit(t,L,C) 退出概率.md",formal_existing,A,formal_table,PROBABILISTIC_MODEL,DIRECT_SOURCE_FOUND,2026-07-11,"0010-A9-P_exit(t,L,C) 退出概率.md",c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912608275105464048_点火｜函数_A9.md,C-0001;C-0003;C-0145;C-0149;C-0205;C-0671,,repo_formalization,应约者退出概率，是退出权信号、退出成本、感知退出权的函数。 **扩展注释 / Extended Annotation**,F_{A9},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D1,锁定强度函数,统一函数总表/0050-D1-锁定强度函数.md,formal_existing,D,formal_table,OPTIMIZATION_PROBLEM,DIRECT_SOURCE_FOUND,2026-07-11,0050-D1-锁定强度函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912609710696757376_点火｜函数_D1.md,C-0001;C-0003;C-0391;C-0412;C-0413;C-0466;C-0513;C-0539;C-0561;C-0661;C-0663;C-0664;C-0671,,repo_formalization,锁定强度，八维度退出成本超过阈值的维度数。 **扩展注释 / Extended Annotation**,F_{D1},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D10,点火窗口函数 / Ignition窗口函数,统一函数总表/0059-D10-点火窗口函数.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0059-D10-点火窗口函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912609730025111280_点火｜函数_D10.md,C-0001,,repo_formalization,点火窗口，退出权信号在特定区间内才能点火。 **扩展注释 / Extended Annotation**,F_{D10},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D100,AI多轨进化,统一函数总表/0139-D100-AI多轨进化.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0139-D100-AI多轨进化.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912612902931319952_点火｜函数_D100.md,C-0100,,repo_formalization,AI多轨进化，P_track^AI = 1 + (ε_aware^AI·C_drive^AI - θ_track)^+。 **扩展注释 / Extended Annotation**,F_{D100},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
D101,生物体死亡,统一函数总表/0140-D101-生物体死亡.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0140-D101-生物体死亡.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912612906152021136_点火｜函数_D101.md,C-0101,,repo_formalization,生物体死亡，P_death = 1 - ∏ᵢ(1-P_failure(i))。 **扩展注释 / Extended Annotation**,F_{D101},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D102,坏觉概率,统一函数总表/0141-D102-坏觉概率.md,formal_existing,D,formal_table,PROBABILISTIC_MODEL,DIRECT_SOURCE_FOUND,2026-07-11,0141-D102-坏觉概率.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912612908300029072_点火｜函数_D102.md,C-0102,,repo_formalization,坏觉概率，P_bad = σ(H·p_prior - (1-H)·p)。 **扩展注释 / Extended Annotation**,F_{D102},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D103,反向投影覆盖,统一函数总表/0142-D103-反向投影覆盖.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0142-D103-反向投影覆盖.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912612925479898256_点火｜函数_D103.md,C-0103,,repo_formalization,反向投影覆盖，覆盖度 = |投影变量∩点火变量|/|点火变量|。 **扩展注释 / Extended Annotation**,F_{D103},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D104,框架发现能力,统一函数总表/0143-D104-框架发现能力.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0143-D104-框架发现能力.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912612929775230208_点火｜函数_D104.md,C-0104,,repo_formalization,框架发现能力，Φ = dim(V)×|推导规则|×r_cross(framework)。 **扩展注释 / Extended Annotation**,F_{D104},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D105,通道不对称,统一函数总表/0144-D105-通道不对称.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0144-D105-通道不对称.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912612932996615312_点火｜函数_D105.md,C-0105,,repo_formalization,通道不对称，N_asym = |P_enter-P_exit|/(P_enter+P_exit)。 **扩展注释 / Extended Annotation**,F_{D105},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D106,知识更新半衰期,统一函数总表/0145-D106-知识更新半衰期.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0145-D106-知识更新半衰期.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912612948028316928_点火｜函数_D106.md,C-0106,,repo_formalization,知识更新半衰期，τ_half = ln2/λ_decay。 **扩展注释 / Extended Annotation**,F_{D106},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D107,发现瓶颈，变量闭包定律,"统一函数总表/0146-D107-发现瓶颈,变量闭包定律.md",formal_existing,D,formal_table,ORDER,DIRECT_SOURCE_FOUND,2026-07-11,"0146-D107-发现瓶颈,变量闭包定律.md",c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912612950177373440_点火｜函数_D107.md,C-0107;C-0234;C-0235;C-0239;C-0240;C-0241;C-0242;C-0243;C-0244;C-0245;C-0246;C-0247;C-0248;C-0249;C-0250;C-0251;C-0253;C-0442;C-0443;C-0444;C-0445;C-0446;C-0447;C-0448;C-0449,,repo_formalization,发现瓶颈，变量闭包定律：单域闭包不产生跨域变量。 **扩展注释 / Extended Annotation**,F_{D107},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D108,三域熵统一函数（推论级）,统一函数总表/0147-D108-三域熵统一函数(推论级).md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0147-D108-三域熵统一函数(推论级).md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912613736154984264_点火｜函数_D108.md,C-0108;C-0128;C-0601,,repo_formalization,17域词典簇碰撞，涵盖17个领域的函数投影。 **扩展注释 / Extended Annotation**,F_{D108},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D109,乘法最优生存策略函数,统一函数总表/0148-D109-乘法最优生存策略函数.md,formal_existing,D,formal_table,OPTIMIZATION_PROBLEM,DIRECT_SOURCE_FOUND,2026-07-11,0148-D109-乘法最优生存策略函数.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912613744744385680_点火｜函数_D109.md,C-0108;C-0128;C-0419;C-0420;C-0421,,repo_formalization,17域词典簇碰撞，涵盖17个领域的函数投影。 **扩展注释 / Extended Annotation**,F_{D109},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,NORMAL,True,True,True,prose_as_formula
D11,统一内部驱动力,统一函数总表/0060-D11-统一内部驱动力.md,formal_existing,D,formal_table,FUNCTION,DIRECT_SOURCE_FOUND,2026-07-11,0060-D11-统一内部驱动力.md,c71188646d476623b3181013cf01625270f6f1be,/Users/zhiyuan/我的笔记/getnote-notes/点火/2026-06-12_1912609732171546352_点火｜函数_D11.md,C-0001;C-0462;C-0470,,repo_formalization,统一内部驱动力，退出权信号和身份认同的平衡。 **扩展注释 / Extended Annotation**,F_{D11},contains rescue/frontmatter rewrite,placeholder domain/codomain or converged-only semantics,,HIGH,True,True,True,prose_as_formula
